Document Date,Document Number,Type,Is Credit,Brakes Code,Product / Ingredient,Qty Case,Unit Price,Net Value,Category,Subcategory,PO,Source
2024-11-16,9335078789,INVOICE,No,33328,Strawberries                       1x1kg,1,1.95,1.95,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,19839,Sysco Classic Chopped Tomato in Jce 800g,12,1.72,20.64,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,87011,Sysco Classic Cinnamon Sticks  1x170g,1,8.92,8.92,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,134323,Sysco Classic Vegan Mayonnaise  1x5L,1,13.02,13.02,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,1,17.63,17.63,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,6,5.22,31.32,Other food,Other food,,Invoice CSV
2024-11-16,9335078789,INVOICE,No,148838,Valdigrano Lasagne               12x500g,1,14.03,14.03,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,150992,Ardo Green Asparagus Spears        1x1kg,2,7.98,15.96,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,87722,Black Ex Heavy Duty Sacks (PB114)  1x100,1,22.31,22.31,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,78252,Brake Butter Portions              6x100,1,38.49,38.49,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,4768,Brake Cauliflower Florets 30-70mm  2.5kg,6,3.45,20.7,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,74699,Brake Essentials Grated White Cheese 1kg,2,6.75,13.5,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,4301,Brakes Puff Pastry Squares 13cm     1x96,1,20.58,20.58,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,19510,CHL Flora Portions(22927)        200x10g,1,23.18,23.18,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,33385,Diced Mango                        1x1kg,4,2.85,11.4,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,450449,Fresh Coriander PK        1x1kg,1,8.58,8.58,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,124869,Garofalo G/F Penne Pasta          1x400g,6,2.01,12.06,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,111165,Gluten Free Mince Pie             1x12,1,10.65,10.65,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,149528,Just Live Raisin Almond Granola    4x2kg,1,23.25,23.25,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,119645,Kalamata Olives (Whole)            1x1kg,1,10.36,10.36,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,75350,LATBRI Cows Milk Mozz Ball       12x125g,2,15.83,31.66,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,110777,LaBo GF Chocolate Brownie Traybake  1x12,2,14.68,29.36,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,119105,Mango Pulp                        1x850g,6,2.73,16.38,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,119648,Market Mix Olives (whole)   1x1kg,2,8.78,17.56,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,14780,Migi Baking Parchment  45cmx75m    1x1,1,15.83,15.83,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,150173,Piero Fornelli Macaroni Pasta      1x3kg,3,4.74,14.22,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,15764,Pit Cherries in Syrup             1x810g,3,3.09,9.27,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,111313,Roasted Red Peppers              1x2.5kg,4,6.18,24.72,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,135419,Sheese Mature Cheddar Slice Vegan    1kg,1,11.8,11.8,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,10729,Sunblaze Sundried Tomato In Veg Oil1x1kg,1,11.51,11.51,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,19839,Sysco Classic Chopped Tomato in Jce 800g,12,1.72,20.64,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,134293,Sysco Classic Cracked Black Pepper 425g,1,6.4,6.4,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,134288,Sysco Classic Rosemary Needles    1x200g,1,3.88,3.88,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,134289,Sysco Classic Smoked Paprika  1x450g,1,4.1,4.1,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,12,5.22,62.64,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,10602,Tomatoes Cherry Red on the Vine PK   3kg,1,14.59,14.59,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,450706,Tomatoes Speciality PK             1x3kg,3,18.12,54.36,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,133624,Ubley Thick Creamy Peach Yog     12x110g,1,4.24,4.24,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,152056,Unearthed Pitted Blck Olive  1x3.8kg,1,17.7,17.7,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,124992,Vegan Mozzarella                  4x500g,1,46.94,46.94,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,146154,WeLoveCake GF Vegan Bakewell Tart 28x50g,1,23.39,23.39,Other food,Other food,,Invoice CSV
2024-11-19,9335079588,INVOICE,No,109628,White Quinoa                       1x1kg,3,4.68,14.04,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,115072,Amoy Coconut Milk (85833)       12x400ml,6,16.94,101.64,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,71731,Brake Mature Ched Cheese Slice    1x500g,2,3.98,7.96,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,4760,Brake Whole Green Beans (350053) 1x2.5kg,4,6.25,25,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,1,22.46,22.46,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,117887,Ethanol Chafing Gel 2.5hr           1x12,3,10.72,32.16,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,88887,Ex Virgin Olive Oil       1x5ltr,1,49.02,49.02,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,149911,Granarolo Parmigiano Reg Grate 1x1kg,1,22.82,22.82,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,4300,LaBo Naan Bread                 24x100g,2,7.23,14.46,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,87045,Olive Pomace Oil            1x5L,1,21.45,21.45,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,89921,PG Tips Envelope Tea Bags          1x200,1,12.88,12.88,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,15764,Pit Cherries in Syrup             1x810g,3,3.09,9.27,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,135418,Sheese Mat Cheddar Grated Vegan      1kg,1,9.49,9.49,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,121379,Sysco Classic Table Salt (33706)   1x6kg,1,10.07,10.07,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,2,17.63,35.26,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,4599,Sysco Essential Garden Peas      1x2.5kg,2,3.89,7.78,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,84472,Tilda Arborio Risotto Rice         1x5Kg,1,17.92,17.92,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,12,5.22,62.64,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,135523,Village Press Frshly Sqz Lemon Jce  1x1L,2,2.87,5.74,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,148819,Violife Mat Cheddar Flav Grated 1x500g,1,4.1,4.1,Other food,Other food,,Invoice CSV
2024-11-21,9335081120,INVOICE,No,127211,Violife Prosociano VG Wedge       1x150g,3,3.02,9.06,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,56374,"12 Large White Khobez Bread        1x60""",1,20.51,20.51,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,150423,5 Bean Salad in Water             1x800g,12,1.36,16.32,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,150992,Ardo Green Asparagus Spears        1x1kg,5,7.98,39.9,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,151289,Arla Pro Gouda Cheese Slices 1x1kg,1,8.06,8.06,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,114204,Beans Fine PK                    1x1.5kg,2,10.07,20.14,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,136997,Beyond Meat Beyond Mince   1x4kg,1,44.2,44.2,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,33386,Blackberries                       1x1kg,4,4.51,18.04,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,30925,Brake Rosti Potato Fritters          1kg,3,5.68,17.04,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,129464,Brakes Vegan Brownie                1x30,4,23.54,94.16,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,135233,Bridor Vegan RTB Cherry Crown       1x48,1,30.3,30.3,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,135232,Bridor Vegan RTB Orange HNut Crown  1x48,1,27.86,27.86,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,124886,Cheddar Cheese Arran Oak Smkd     1x200g,2,4.6,9.2,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,152002,Cooks & Co Whole Green Figs Syprp 6x410g,1,10.58,10.58,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,2,22.46,44.92,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,149906,Elda Ricotta Cheese 1x1.5kg,1,11.22,11.22,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,152187,Extons Emmental Cheese Slices      1x1kg,4,7.19,28.76,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,119645,Kalamata Olives (Whole)            1x1kg,1,10.36,10.36,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,148557,LaBo FB Sliced Sourdough Burger Bun 1x48,1,25.55,25.55,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,15514,Migi EWide Cling Film45cmx300 32C13  1x1,2,7.39,14.78,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,119646,Nocellara Olives (Whole)           1x1kg,1,11.58,11.58,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,25148,Osprio Porridge Oats               1x2kg,2,2.87,5.74,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,110930,Paneer Cheese                      900g,6,5.03,30.18,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,113265,Penny Loaves Mix Box                3x24,1,24.11,24.11,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,150171,Piero Fornelli Penne Pasta         1x3kg,1,4.74,4.74,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,148602,Redefine Plant Premium Burger 4x8x140g,2,54.5,109,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,135419,Sheese Mature Cheddar Slice Vegan    1kg,1,11.8,11.8,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,110079,Snack Essent Salted Cashews        1x1kg,2,14.54,29.08,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,12,3.19,38.28,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,3243,Sysco Classic Sweetcorn     1kg,2,2.58,5.16,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,1,17.63,17.63,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,33947,Sysco Premium Petit Pois           1.5kg,2,4.46,8.92,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,84472,Tilda Arborio Risotto Rice         1x5Kg,1,17.92,17.92,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,129918,Tyrrells Lightly Sea Salt Crisps    1x24,2,13.24,26.48,Other food,Other food,,Invoice CSV
2024-11-23,9335082234,INVOICE,No,127211,Violife Prosociano VG Wedge       1x150g,3,3.02,9.06,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,4116,Brake Raspberries                   500g,1,6.69,6.69,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,130799,Brake Vegan Vanilla Frozen Dessert  1x4L,1,9.06,9.06,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,18422,GVD Set Soured Cream   1x2kg,3,14.1,42.3,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,134491,Greek Feta Cheese                 1x900g,1,13.17,13.17,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,71035,Halloumi Cheese                   4x250g,3,9.68,29.04,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,119645,Kalamata Olives (Whole)            1x1kg,1,10.36,10.36,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,120625,Levanto HRD Veg Cheese Shave       1x1kg,1,21.3,21.3,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,119646,Nocellara Olives (Whole)           1x1kg,2,11.58,23.16,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,28797,Opie Sliced Gherkins             1x2.3kg,1,7.48,7.48,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,110930,Paneer Cheese                      900g,10,5.03,50.3,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,21856,Prep Premium Toasted Sesame Oil   1x1ltr,2,8.04,16.08,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,151032,Schwartz Cracked Black Pepper 1x380g,1,6.25,6.25,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,526841,Set Soured Cream                   1x1kg,1,3.55,3.55,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,27543,Sysco Classc Grtd Col Mild Cheddar 1x1kg,1,6.33,6.33,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,152058,Unearthed Pttd Green Olive       1x3.8kg,1,17.7,17.7,Other food,Other food,,Invoice CSV
2024-11-26,9335083251,INVOICE,No,74088,Unsalted Butter   (70055)        20x250g,1,38.69,38.69,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,4764,Brake Broad Beans                  2.5kg,1,11.51,11.51,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,32815,Brake Fruit of the Forest Compote 6x500g,1,28.14,28.14,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,74582,Brakes Whole Mini Camembert       6x125g,1,12.59,12.59,Other food,Other food,,Invoice CSV
2024-11-28,5508457329,CREDIT,Yes,74582,Brakes Whole Mini Camembert       6x125g,1,12.59,-12.59,Other food,Other food,,Credit PDF
2024-11-28,9335084443,INVOICE,No,149593,Burger Wrap Red 250x320mm      1x1000ea,1,29.58,29.58,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,33385,Diced Mango                        1x1kg,1,2.85,2.85,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,18419,G V Dairy Natural Cottage Cheese 1x2kg,1,13.02,13.02,Other food,Other food,,Invoice CSV
2024-11-28,9335084442,INVOICE,No,151872,Global Hacienda Avocado Halves     1x1kg,6,6.11,36.66,Other food,Other food,,Invoice CSV
2024-11-28,9335084442,INVOICE,No,152075,Jumbo Carrots PK                  1x10kg,1,7.98,7.98,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,102653,Samphire BB                       1x100g,1,1.5,1.5,Other food,Other food,,Invoice CSV
2024-11-28,9335084443,INVOICE,No,71129,Sysco Clas Mild White Cheddar min 4.75kg,1,31.59,31.59,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,151289,Arla Pro Gouda Cheese Slices 1x1kg,3,6.99,20.97,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,87722,Black Ex Heavy Duty Sacks (PB114)  1x100,1,22.31,22.31,Other food,Other food,,Invoice CSV
2024-11-30,9335085799,INVOICE,No,4764,Brake Broad Beans                  2.5kg,1,11.51,11.51,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,4793,Brake Sliced Mixed Peppers         1.5kg,6,3.28,19.68,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,4301,Brakes Puff Pastry Squares 13cm     1x96,1,20.58,20.58,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,9698,Brakes Sliced Green Jalepeno       1x3kg,1,6.54,6.54,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,2,22.46,44.92,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,112832,Frozen Sliced Goats Cheese(20g)   1x500g,2,12.38,24.76,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,74090,GVD American Style Cream Cheese 1x2kg,6,17.2,103.2,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,18422,GVD Set Soured Cream   1x2kg,1,14.1,14.1,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,115400,Kelloggs Coco Pops Bag Pak        4x500g,1,13.53,13.53,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,102606,Kelloggs Cornflakes Bag Pak       4x500g,1,12.38,12.38,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,10317,Kp Ready Salted                 1x48pckt,1,24.83,24.83,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,4381,LaBo 10 Flour Tortillas           4x18,4,15.47,61.88,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,146211,Lurpak Unsalted Butter    20x200g,1,35.99,35.99,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,15514,Migi EWide Cling Film45cmx300 32C13  1x1,2,7.39,14.78,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,110930,Paneer Cheese                      900g,12,5.03,60.36,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,106616,Pinguin Supersweet Sweetcorn      1x10kg,1,24.98,24.98,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,10143,Red Kidney Beans     1x800g (KC1),24,1.55,37.2,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,118225,Royal Crw BlackTurtle Bean n Wtr 1x2.5kg,18,2.87,51.66,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,244,Sysco Class  Plum Toms in Juice 1x2.55kg,12,4.09,49.08,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,74046,Sysco Classc Grtd Mild Whte Cheddr 5x1kg,2,40.86,81.72,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,33592,Sysco Classic Oregano             1x100g,2,2.44,4.88,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,136748,Sysco Lemon Juice                 1x1ltr,6,1.77,10.62,Other food,Other food,,Invoice CSV
2024-11-30,9335085800,INVOICE,No,33947,Sysco Premium Petit Pois           1.5kg,2,4.46,8.92,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,30925,Brake Rosti Potato Fritters          1kg,10,5.68,56.8,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,35379,Brakes Tortilla Chips            14x475g,1,31.38,31.38,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,32391,"LaBo 10 FB White Sandwich Baguette 1x30""",1,11.8,11.8,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,2041,LaBo Double Chocolate Doughnuts    1x40,2,13.94,27.88,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,4300,LaBo Naan Bread                 24x100g,4,7.23,28.92,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,470977,Marshalls Macaroni 3Kg           1 X 3Kg,1,8.99,8.99,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,149957,Meadowland Double 1x1ltr,6,2.99,17.94,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,134323,Sysco Classic Vegan Mayonnaise  1x5L,1,13.02,13.02,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,5222,"Sysco Ess 4 Unseeded Baps(28372)   1x48""",4,7.19,28.76,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,4599,Sysco Essential Garden Peas      1x2.5kg,1,3.97,3.97,Other food,Other food,,Invoice CSV
2024-12-03,9335087126,INVOICE,No,33351,Sysco Essential Medium Cut Chip 4x2.27kg,1,11.73,11.73,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,150992,Ardo Green Asparagus Spears        1x1kg,2,7.98,15.96,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,136533,Ardo Oven Dried Tomatoes           1x1kg,6,6.9,41.4,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,151289,Arla Pro Gouda Cheese Slices 1x1kg,1,6.12,6.12,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,4764,Brake Broad Beans                  2.5kg,2,11.51,23.02,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,4111,Brake Fruits Of The Forest Mix       1kg,10,3.35,33.5,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,30925,Brake Rosti Potato Fritters          1kg,4,5.68,22.72,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,130608,Brakes Berries Cocont & Seed Toppr 1x1kg,2,8.63,17.26,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,36037,Brakes Capers in Brine          1x2kg,1,13.74,13.74,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,57840,Broccoli Florets 20-40mm         4x2.5kg,2,25.91,51.82,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,71447,Cornish Yarg (Ind)                   1kg,1,29.01,29.01,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,1,22.46,22.46,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,33385,Diced Mango                        1x1kg,10,2.85,28.5,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,186678,Donut the Golden Fry              1x12,1,6.83,6.83,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,149038,DrSchar GF & V White Sandwich Loaf   1x6,1,26.92,26.92,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,133493,Dried Mixed Forest Mushrooms      1x500g,1,13.96,13.96,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,149906,Elda Ricotta Cheese 1x1.5kg,2,11.22,22.44,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,60585,"Flatstone 11 Pizza Base            1x18""",1,49.49,49.49,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,112832,Frozen Sliced Goats Cheese(20g)   1x500g,2,12.38,24.76,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,74090,GVD American Style Cream Cheese 1x2kg,3,17.2,51.6,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,151872,Global Hacienda Avocado Halves     1x1kg,10,6.11,61.1,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,71026,Greek Feta Cheese                  2x1kg,1,34.26,34.26,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,125123,Handle aluminium 135cm Green 1 x 1,1,3.52,3.52,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,85753,KTC Vegetable Cooking Oil        1x20ltr,1,27.5,27.5,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,4381,LaBo 10 Flour Tortillas           4x18,2,15.47,30.94,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,2041,LaBo Double Chocolate Doughnuts    1x40,4,13.94,55.76,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,4300,LaBo Naan Bread                 24x100g,2,7.23,14.46,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,120625,Levanto HRD Veg Cheese Shave       1x1kg,1,21.3,21.3,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,149957,Meadowland Double 1x1ltr,12,2.99,35.88,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,113349,Mini Filled Churros (caramel)   1x1.4kg,12,13.67,164.04,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,125144,PY Kentucky Mop Head 16oz 1 x 1,4,1.43,5.72,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,34415,Penne Rigate                     4x2.5kg,1,31.02,31.02,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,125141,Plastic Kentucky Holder Green CE     1x1,3,1.5,4.5,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,148602,Redefine Plant Premium Burger 4x8x140g,1,48.99,48.99,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,111313,Roasted Red Peppers              1x2.5kg,12,6.18,74.16,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,118225,Royal Crw BlackTurtle Bean n Wtr 1x2.5kg,10,2.87,28.7,Other food,Other food,,Invoice CSV
2024-12-07,9335090168,INVOICE,No,526841,Set Soured Cream                   1x1kg,2,3.55,7.1,Other food,Other food,,Invoice CSV
2024-12-07,9335090170,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,1,17.63,17.63,Other food,Other food,,Invoice CSV
